国家,品类,指标,日期,数值,单位,频率,来源,范围,说明
au,牛,NYCI月成交头数,2004-04-01,40637.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2004-05-01,53841.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2004-06-01,40686.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2004-07-01,37295.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2004-08-01,33557.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2004-09-01,31228.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2004-10-01,38995.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2004-11-01,40636.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2004-12-01,40160.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-01-01,47373.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-02-01,45523.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-03-01,45800.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-04-01,54291.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-05-01,63804.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-06-01,45132.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-07-01,38362.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-08-01,39434.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-09-01,33115.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-10-01,33206.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-11-01,39373.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2005-12-01,41779.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-01-01,42403.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-02-01,49373.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-03-01,69357.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-04-01,42444.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-05-01,77710.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-06-01,45410.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-07-01,39836.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-08-01,34742.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-09-01,36237.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-10-01,50103.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-11-01,53174.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2006-12-01,34338.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-01-01,38648.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-02-01,42609.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-03-01,34041.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-04-01,38982.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-05-01,40831.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-06-01,40697.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-07-01,31495.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-08-01,31009.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-09-01,32541.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-10-01,41258.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-11-01,39032.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2007-12-01,40529.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-01-01,37552.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-02-01,45261.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-03-01,42880.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-04-01,56803.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-05-01,57974.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-06-01,45365.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-07-01,43662.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-08-01,33627.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-09-01,39870.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-10-01,43914.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-11-01,33350.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2008-12-01,36287.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-01-01,37683.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-02-01,41784.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-03-01,55859.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-04-01,44316.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-05-01,54773.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-06-01,50948.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-07-01,45041.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-08-01,44043.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-09-01,39700.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-10-01,41025.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-11-01,42582.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2009-12-01,35719.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-01-01,41191.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-02-01,45654.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-03-01,71360.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-04-01,91176.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-05-01,106013.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-06-01,92954.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-07-01,69067.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-08-01,56796.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-09-01,44117.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-10-01,64075.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-11-01,63493.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2010-12-01,42488.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-01-01,45357.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-02-01,68973.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-03-01,57626.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-04-01,61378.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-05-01,87870.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-06-01,65250.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-07-01,68666.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-08-01,59053.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-09-01,74159.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-10-01,55588.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-11-01,71974.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2011-12-01,41772.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-01-01,57655.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-02-01,62507.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-03-01,80447.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-04-01,82424.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-05-01,106860.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-06-01,69427.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-07-01,69431.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-08-01,74523.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-09-01,66524.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-10-01,67045.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-11-01,76806.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2012-12-01,56812.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-01-01,59148.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-02-01,71833.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-03-01,91665.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-04-01,94899.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-05-01,112625.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-06-01,90104.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-07-01,100451.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-08-01,76884.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-09-01,65784.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-10-01,69646.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-11-01,67713.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2013-12-01,76937.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-01-01,76877.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-02-01,70960.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-03-01,85311.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-04-01,87459.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-05-01,102887.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-06-01,86881.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-07-01,93493.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-08-01,72642.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-09-01,67170.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-10-01,83440.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-11-01,92226.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2014-12-01,68045.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-01-01,77190.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-02-01,108959.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-03-01,120750.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-04-01,76974.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-05-01,112343.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-06-01,108352.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-07-01,150469.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-08-01,124475.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-09-01,102010.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-10-01,141269.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-11-01,121444.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2015-12-01,96417.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-01-01,79293.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-02-01,114326.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-03-01,153869.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-04-01,129644.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-05-01,147055.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-06-01,112569.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-07-01,169694.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-08-01,156151.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-09-01,98151.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-10-01,147470.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-11-01,141092.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2016-12-01,104363.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-01-01,91664.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-02-01,158868.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-03-01,154807.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-04-01,163723.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-05-01,176223.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-06-01,196352.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-07-01,160316.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-08-01,130422.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-09-01,131914.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-10-01,98457.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-11-01,164452.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2017-12-01,121837.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-01-01,109984.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-02-01,170033.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-03-01,236051.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-04-01,207773.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-05-01,224084.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-06-01,186683.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-07-01,213393.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-08-01,177712.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-09-01,152348.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-10-01,176911.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-11-01,189118.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2018-12-01,123807.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-01-01,136490.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-02-01,157172.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-03-01,222896.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-04-01,152800.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-05-01,182084.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-06-01,149549.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-07-01,197234.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-08-01,176472.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-09-01,141076.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-10-01,120793.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-11-01,176392.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2019-12-01,115546.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-01-01,71492.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-02-01,141763.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-03-01,303669.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-04-01,197013.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-05-01,258111.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-06-01,230456.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-07-01,200173.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-08-01,193823.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-09-01,189999.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-10-01,219554.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-11-01,229025.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2020-12-01,145192.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-01-01,102443.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-02-01,204339.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-03-01,236233.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-04-01,216846.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-05-01,239986.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-06-01,187630.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-07-01,208215.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-08-01,229518.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-09-01,231074.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-10-01,207809.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-11-01,226481.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2021-12-01,155176.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-01-01,120078.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-02-01,234945.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-03-01,264793.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-04-01,153440.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-05-01,217395.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-06-01,199106.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-07-01,196691.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-08-01,143880.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-09-01,183591.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-10-01,232998.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-11-01,232729.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2022-12-01,134148.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-01-01,89684.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-02-01,150987.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-03-01,176442.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-04-01,146650.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-05-01,204382.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-06-01,166420.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-07-01,137518.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-08-01,185250.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-09-01,137296.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-10-01,153090.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-11-01,118040.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2023-12-01,199355.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-01-01,120423.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-02-01,254821.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-03-01,188282.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-04-01,183769.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-05-01,264432.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-06-01,233984.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-07-01,182977.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-08-01,230918.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-09-01,201972.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-10-01,213692.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-11-01,185232.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2024-12-01,165373.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-01-01,151726.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-02-01,188618.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-03-01,219392.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-04-01,173326.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-05-01,308801.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-06-01,255265.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-07-01,236636.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-08-01,236819.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-09-01,249527.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-10-01,198465.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-11-01,254460.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2025-12-01,174733.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2026-01-01,110499.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2026-02-01,189878.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2026-03-01,286050.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2026-04-01,273906.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2026-05-01,222464.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2026-06-01,277958.0,,月度,,澳洲,
au,牛,NYCI月成交头数,2026-07-01,276593.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1972-09-01,1712.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1972-12-01,1550.4,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1973-03-01,1774.5,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1973-06-01,1796.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1973-09-01,1929.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1973-12-01,1586.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1974-03-01,1233.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1974-06-01,1316.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1974-09-01,1338.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1974-12-01,1857.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1975-03-01,1718.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1975-06-01,2002.4,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1975-09-01,2065.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1975-12-01,1929.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1976-03-01,2107.3,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1976-06-01,2404.3,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1976-09-01,2350.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1976-12-01,2075.5,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1977-03-01,2411.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1977-06-01,2661.3,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1977-09-01,2723.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1977-12-01,2531.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1978-03-01,2487.3,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1978-06-01,2692.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1978-09-01,2521.5,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1978-12-01,2457.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1979-03-01,2463.4,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1979-06-01,2083.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1979-09-01,1917.5,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1979-12-01,1797.3,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1980-03-01,1628.5,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1980-06-01,2008.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1980-09-01,2007.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1980-12-01,1675.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1981-03-01,1439.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1981-06-01,1849.5,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1981-09-01,1757.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1981-12-01,1604.4,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1982-03-01,1813.4,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1982-06-01,2042.6,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1982-09-01,2139.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1982-12-01,1794.6,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1983-03-01,1743.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1983-06-01,1694.4,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1983-09-01,1771.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1983-12-01,1435.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1984-03-01,1330.7,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1984-06-01,1492.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1984-09-01,1530.4,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1984-12-01,1253.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1985-03-01,1388.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1985-06-01,1650.3,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1985-09-01,1513.7,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1985-12-01,1405.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1986-03-01,1498.7,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1986-06-01,1739.2,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1986-09-01,1722.6,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1986-12-01,1650.7,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1987-03-01,1599.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1987-06-01,1790.2,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1987-09-01,1733.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1987-12-01,1737.3,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1988-03-01,1761.9,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1988-06-01,1694.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1988-09-01,1670.7,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1988-12-01,1569.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1989-03-01,1436.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1989-06-01,1594.7,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1989-09-01,1747.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1989-12-01,1732.4,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1990-03-01,1713.0,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1990-06-01,1753.1,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1990-09-01,1870.5,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1990-12-01,1868.8,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1991-03-01,1643.3,,月度,,澳洲,
au,牛,"牛屠宰量(千头,季度)",1991-06-01,1966.3,,月度,,澳洲,
